# i, x, y, z, vx, vy, vz
545, 20, 21, 0, -4.09, 0.08, 0.02
546, 21, 21, 0, -4.2, 0.85, 0
547, 22, 21, 0, -4.26, 1.34, 0
548, 23, 21, 0, -4.3, 1.16, 0
549, 24, 21, 0, -4.3, 0.24, 0
550, 0, 22, 0, -0.85, 0.37, 0.03
551, 1, 22, 0, -0.84, -2.13, 0.01
552, 2, 22, 0, -0.81, -3.17, 0
553, 3, 22, 0, -0.79, -3.78, 0
554, 4, 22, 0, -0.79, -4.37, 0.01
555, 5, 22, 0, -0.82, -4.87, 0.01
556, 6, 22, 0, -0.89, -5.28, 0
557, 7, 22, 0, -0.98, -5.6, 0
558, 8, 22, 0, -1.08, -5.8, 0
559, 9, 22, 0, -1.18, -5.87, 0
560, 10, 22, 0, -1.29, -5.8, 0
561, 11, 22, 0, -1.39, -5.61, 0
562, 12, 22, 0, -1.5, -5.33, 0.01
563, 13, 22, 0, -1.61, -4.99, 0.01
564, 14, 22, 0, -1.76, -4.59, 0.01
565, 15, 22, 0, -1.98, -4.1, 0.02
566, 16, 22, 0, -2.28, -3.48, 0.03
567, 17, 22, 0, -2.63, -2.72, 0.04
568, 18, 22, 0, -2.99, -1.83, 0.04
569, 19, 22, 0, -3.29, -0.85, 0.03
570, 20, 22, 0, -3.5, 0.09, 0.01
571, 21, 22, 0, -3.61, 0.91, 0
572, 22, 22, 0, -3.68, 1.43, 0
573, 23, 22, 0, -3.72, 1.25, -0.01
574, 24, 22, 0, -3.72, 0.25, 0
575, 0, 23, 0, -1.41, 0.14, 0.02
576, 1, 23, 0, -1.39, -2.17, 0
577, 2, 23, 0, -1.31, -3.17, -0.01
578, 3, 23, 0, -1.25, -3.79, 0
579, 4, 23, 0, -1.21, -4.37, 0
580, 5, 23, 0, -1.21, -4.86, 0
581, 6, 23, 0, -1.23, -5.25, 0
582, 7, 23, 0, -1.27, -5.54, 0
583, 8, 23, 0, -1.31, -5.72, 0
584, 9, 23, 0, -1.35, -5.78, 0
585, 10, 23, 0, -1.38, -5.72, 0
586, 11, 23, 0, -1.4, -5.54, 0
587, 12, 23, 0, -1.42, -5.27, 0
588, 13, 23, 0, -1.46, -4.93, 0
589, 14, 23, 0, -1.53, -4.54, 0.01
590, 15, 23, 0, -1.66, -4.07, 0.02
591, 16, 23, 0, -1.85, -3.49, 0.02
592, 17, 23, 0, -2.1, -2.76, 0.03
593, 18, 23, 0, -2.37, -1.87, 0.03
594, 19, 23, 0, -2.63, -0.86, 0.03
595, 20, 23, 0, -2.82, 0.13, 0.01
596, 21, 23, 0, -2.93, 0.98, 0
597, 22, 23, 0, -2.99, 1.55, -0.01
598, 23, 23, 0, -3.02, 1.38, -0.01
599, 24, 23, 0, -3.02, 0.27, 0
600, 0, 24, 0, -1.81, 0.07, 0
601, 1, 24, 0, -1.75, -2.17, -0.02
602, 2, 24, 0, -1.61, -3.15, -0.01
603, 3, 24, 0, -1.51, -3.78, -0.01
604, 4, 24, 0, -1.44, -4.35, -0.01
605, 5, 24, 0, -1.41, -4.84, 0
606, 6, 24, 0, -1.4, -5.22, 0
607, 7, 24, 0, -1.41, -5.5, 0
608, 8, 24, 0, -1.43, -5.68, 0
609, 9, 24, 0, -1.43, -5.73, 0
610, 10, 24, 0, -1.42, -5.66, 0
611, 11, 24, 0, -1.4, -5.49, 0
612, 12, 24, 0, -1.38, -5.23, 0
613, 13, 24, 0, -1.38, -4.91, 0
614, 14, 24, 0, -1.41, -4.52, 0.01
615, 15, 24, 0, -1.49, -4.06, 0.01
616, 16, 24, 0, -1.62, -3.5, 0.02
617, 17, 24, 0, -1.77, -2.78, 0.02
618, 18, 24, 0, -1.92, -1.89, 0.02
619, 19, 24, 0, -2.02, -0.87, 0.01
620, 20, 24, 0, -2.09, 0.15, 0.01
621, 21, 24, 0, -2.15, 1.02, 0.01
622, 22, 24, 0, -2.19, 1.61, 0.01
623, 23, 24, 0, -2.22, 1.45, 0
624, 24, 24, 0, -2.21, 0.29, 0
625, 0, 0, 1, 4.64, -6.23, -0.01
626, 1, 0, 1, 4.67, -4.86, 0.01
627, 2, 0, 1, 4.66, -3.9, 0.02
628, 3, 0, 1, 4.61, -3.05, 0.03
629, 4, 0, 1, 4.51, -2.04, 0.04
630, 5, 0, 1, 4.36, -0.82, 0.05
631, 6, 0, 1, 4.18, 0.55, 0.06
632, 7, 0, 1, 4.02, 1.96, 0.06
633, 8, 0, 1, 3.87, 3.34, 0.05
634, 9, 0, 1, 3.73, 4.64, 0.04
635, 10, 0, 1, 3.61, 5.88, 0.03
636, 11, 0, 1, 3.52, 7.03, 0.01
637, 12, 0, 1, 3.46, 8.05, 0
638, 13, 0, 1, 3.42, 8.89, 0
639, 14, 0, 1, 3.38, 9.49, 0
640, 15, 0, 1, 3.33, 9.84, 0
641, 16, 0, 1, 3.28, 9.92, 0
642, 17, 0, 1, 3.22, 9.75, 0
643, 18, 0, 1, 3.15, 9.35, -0.01
644, 19, 0, 1, 3.11, 8.76, -0.01
645, 20, 0, 1, 3.08, 8, -0.02
646, 21, 0, 1, 3.09, 7.1, -0.02
647, 22, 0, 1, 3.12, 6.11, -0.04
648, 23, 0, 1, 3.16, 4.82, -0.04
649, 24, 0, 1, 3.15, 3.28, 0.01
650, 0, 1, 1, 5.72, -6.16, -0.03
651, 1, 1, 1, 5.77, -4.85, -0.02
652, 2, 1, 1, 5.78, -3.9, -0.01
653, 3, 1, 1, 5.73, -3.05, 0.01
654, 4, 1, 1, 5.62, -2.04, 0.05
655, 5, 1, 1, 5.42, -0.83, 0.09
656, 6, 1, 1, 5.12, 0.53, 0.12
657, 7, 1, 1, 4.74, 1.94, 0.12
658, 8, 1, 1, 4.36, 3.32, 0.1
659, 9, 1, 1, 4.04, 4.63, 0.07
660, 10, 1, 1, 3.8, 5.87, 0.04
661, 11, 1, 1, 3.63, 7.04, 0.02
662, 12, 1, 1, 3.51, 8.08, 0.01
663, 13, 1, 1, 3.42, 8.95, 0
664, 14, 1, 1, 3.34, 9.57, 0
665, 15, 1, 1, 3.27, 9.93, -0.01
666, 16, 1, 1, 3.19, 10.02, 0
667, 17, 1, 1, 3.1, 9.84, 0
668, 18, 1, 1, 3.01, 9.44, 0
669, 19, 1, 1, 2.94, 8.84, 0
670, 20, 1, 1, 2.9, 8.07, 0
671, 21, 1, 1, 2.88, 7.15, 0
672, 22, 1, 1, 2.88, 6.15, -0.01
673, 23, 1, 1, 2.87, 4.84, -0.01
674, 24, 1, 1, 2.84, 3.26, 0.05
675, 0, 2, 1, 6.7, -6.04, -0.03
676, 1, 2, 1, 6.76, -4.83, -0.02
677, 2, 2, 1, 6.78, -3.89, -0.01
678, 3, 2, 1, 6.75, -3.05, 0.01
679, 4, 2, 1, 6.64, -2.05, 0.05
680, 5, 2, 1, 6.45, -0.86, 0.1
681, 6, 2, 1, 6.14, 0.48, 0.14
682, 7, 2, 1, 5.71, 1.9, 0.16
683, 8, 2, 1, 5.2, 3.3, 0.14
684, 9, 2, 1, 4.69, 4.63, 0.11
685, 10, 2, 1, 4.24, 5.89, 0.07
686, 11, 2, 1, 3.89, 7.07, 0.05
687, 12, 2, 1, 3.64, 8.14, 0.03
688, 13, 2, 1, 3.44, 9.04, 0.02
689, 14, 2, 1, 3.26, 9.69, 0.01
690, 15, 2, 1, 3.11, 10.07, 0.01
691, 16, 2, 1, 2.96, 10.15, 0.01
692, 17, 2, 1, 2.82, 9.96, 0.01
693, 18, 2, 1, 2.68, 9.54, 0.01
694, 19, 2, 1, 2.57, 8.91, 0.02
695, 20, 2, 1, 2.49, 8.11, 0.02
696, 21, 2, 1, 2.43, 7.18, 0.01
697, 22, 2, 1, 2.39, 6.16, 0.01
698, 23, 2, 1, 2.34, 4.83, 0.03
699, 24, 2, 1, 2.3, 3.13, 0.1
700, 0, 3, 1, 7.55, -5.92, -0.03
701, 1, 3, 1, 7.62, -4.79, -0.02
702, 2, 3, 1, 7.65, -3.87, -0.01
703, 3, 3, 1, 7.65, -3.05, 0.01
704, 4, 3, 1, 7.57, -2.08, 0.05
705, 5, 3, 1, 7.41, -0.92, 0.1
706, 6, 3, 1, 7.14, 0.41, 0.14
707, 7, 3, 1, 6.75, 1.84, 0.16
708, 8, 3, 1, 6.23, 3.29, 0.16
709, 9, 3, 1, 5.62, 4.69, 0.12
710, 10, 3, 1, 4.98, 5.99, 0.08
711, 11, 3, 1, 4.39, 7.19, 0.05
712, 12, 3, 1, 3.9, 8.27, 0.04
713, 13, 3, 1, 3.49, 9.19, 0.04
714, 14, 3, 1, 3.14, 9.86, 0.04
715, 15, 3, 1, 2.84, 10.25, 0.03
716, 16, 3, 1, 2.58, 10.32, 0.03
717, 17, 3, 1, 2.35, 10.1, 0.03
718, 18, 3, 1, 2.15, 9.64, 0.04
719, 19, 3, 1, 1.98, 8.97, 0.04
720, 20, 3, 1, 1.84, 8.13, 0.05
721, 21, 3, 1, 1.74, 7.16, 0.04
722, 22, 3, 1, 1.66, 6.12, 0.03
723, 23, 3, 1, 1.62, 4.71, 0.07
724, 24, 3, 1, 1.59, 2.94, 0.11
725, 0, 4, 1, 8.3, -5.77, -0.04
726, 1, 4, 1, 8.38, -4.73, -0.03
727, 2, 4, 1, 8.45, -3.85, -0.02
728, 3, 4, 1, 8.47, -3.05, 0.01
729, 4, 4, 1, 8.45, -2.12, 0.04
730, 5, 4, 1, 8.34, -0.99, 0.08
731, 6, 4, 1, 8.15, 0.32, 0.11
732, 7, 4, 1, 7.82, 1.78, 0.14
733, 8, 4, 1, 7.35, 3.31, 0.15
734, 9, 4, 1, 6.71, 4.83, 0.13
735, 10, 4, 1, 5.94, 6.26, 0.08
736, 11, 4, 1, 5.11, 7.52, 0.04
737, 12, 4, 1, 4.31, 8.6, 0.03
738, 13, 4, 1, 3.61, 9.49, 0.04
739, 14, 4, 1, 3, 10.14, 0.06
740, 15, 4, 1, 2.49, 10.49, 0.07
741, 16, 4, 1, 2.06, 10.53, 0.07
742, 17, 4, 1, 1.7, 10.26, 0.07
743, 18, 4, 1, 1.41, 9.72, 0.07
744, 19, 4, 1, 1.17, 8.98, 0.08
745, 20, 4, 1, 0.98, 8.08, 0.08
746, 21, 4, 1, 0.83, 7.08, 0.08
747, 22, 4, 1, 0.73, 5.97, 0.08
748, 23, 4, 1, 0.73, 4.42, 0.12
749, 24, 4, 1, 0.75, 2.59, 0.04
750, 0, 5, 1, 8.94, -5.59, -0.04
751, 1, 5, 1, 9.04, -4.63, -0.04
752, 2, 5, 1, 9.14, -3.8, -0.03
753, 3, 5, 1, 9.21, -3.04, -0.01
754, 4, 5, 1, 9.25, -2.15, 0.02
755, 5, 5, 1, 9.25, -1.06, 0.05
756, 6, 5, 1, 9.16, 0.24, 0.08
757, 7, 5, 1, 8.94, 1.74, 0.11
758, 8, 5, 1, 8.54, 3.37, 0.13
759, 9, 5, 1, 7.91, 5.06, 0.13
760, 10, 5, 1, 7.05, 6.69, 0.1
761, 11, 5, 1, 5.99, 8.12, 0.05
762, 12, 5, 1, 4.86, 9.26, 0.02
763, 13, 5, 1, 3.78, 10.08, 0.03
764, 14, 5, 1, 2.82, 10.62, 0.07
765, 15, 5, 1, 2.02, 10.86, 0.1
766, 16, 5, 1, 1.37, 10.78, 0.11
767, 17, 5, 1, 0.86, 10.41, 0.11
768, 18, 5, 1, 0.47, 9.77, 0.11
769, 19, 5, 1, 0.16, 8.93, 0.12
770, 20, 5, 1, -0.09, 7.95, 0.13
771, 21, 5, 1, -0.28, 6.89, 0.12
772, 22, 5, 1, -0.38, 5.65, 0.14
773, 23, 5, 1, -0.37, 3.93, 0.16
774, 24, 5, 1, -0.36, 2.12, 0.01
775, 0, 6, 1, 9.47, -5.37, -0.05
776, 1, 6, 1, 9.59, -4.49, -0.05
777, 2, 6, 1, 9.72, -3.73, -0.04
778, 3, 6, 1, 9.85, -3.02, -0.03
779, 4, 6, 1, 9.99, -2.18, -0.01
780, 5, 6, 1, 10.1, -1.12, 0.01
781, 6, 6, 1, 10.16, 0.17, 0.05
782, 7, 6, 1, 10.08, 1.7, 0.09
783, 8, 6, 1, 9.8, 3.44, 0.14
784, 9, 6, 1, 9.23, 5.33, 0.16
785, 10, 6, 1, 8.29, 7.25, 0.16
786, 11, 6, 1, 6.99, 8.98, 0.12
787, 12, 6, 1, 5.46, 10.29, 0.07
788, 13, 6, 1, 3.91, 11.08, 0.05
789, 14, 6, 1, 2.52, 11.41, 0.08
790, 15, 6, 1, 1.37, 11.39, 0.12
791, 16, 6, 1, 0.46, 11.1, 0.15
792, 17, 6, 1, -0.21, 10.53, 0.16
793, 18, 6, 1, -0.7, 9.74, 0.16
794, 19, 6, 1, -1.07, 8.78, 0.16
795, 20, 6, 1, -1.34, 7.71, 0.16
796, 21, 6, 1, -1.53, 6.55, 0.15
797, 22, 6, 1, -1.61, 5.12, 0.18
798, 23, 6, 1, -1.63, 3.38, 0.16
799, 24, 6, 1, -1.65, 1.81, -0.01
800, 0, 7, 1, 9.86, -5.09, -0.06
801, 1, 7, 1, 10, -4.31, -0.06
802, 2, 7, 1, 10.17, -3.62, -0.06
803, 3, 7, 1, 10.38, -2.98, -0.05
804, 4, 7, 1, 10.61, -2.2, -0.04
805, 5, 7, 1, 10.86, -1.2, 0
806, 6, 7, 1, 11.06, 0.05, 0.05
807, 7, 7, 1, 11.15, 1.55, 0.12
808, 8, 7, 1, 11.03, 3.35, 0.19
809, 9, 7, 1, 10.58, 5.43, 0.26
810, 10, 7, 1, 9.62, 7.7, 0.31
811, 11, 7, 1, 8.07, 9.92, 0.31
812, 12, 7, 1, 6.02, 11.62, 0.24
813, 13, 7, 1, 3.85, 12.44, 0.17
814, 14, 7, 1, 1.92, 12.51, 0.15
815, 15, 7, 1, 0.38, 12.1, 0.17
816, 16, 7, 1, -0.76, 11.44, 0.19
817, 17, 7, 1, -1.56, 10.59, 0.2
818, 18, 7, 1, -2.11, 9.59, 0.2
819, 19, 7, 1, -2.47, 8.49, 0.19
820, 20, 7, 1, -2.72, 7.32, 0.17
821, 21, 7, 1, -2.85, 6.02, 0.17
822, 22, 7, 1, -2.9, 4.47, 0.19
823, 23, 7, 1, -2.97, 2.94, 0.14
824, 24, 7, 1, -3.04, 1.75, -0.03
825, 0, 8, 1, 10.12, -4.78, -0.06
826, 1, 8, 1, 10.27, -4.09, -0.07
827, 2, 8, 1, 10.48, -3.49, -0.07
828, 3, 8, 1, 10.75, -2.93, -0.06
829, 4, 8, 1, 11.06, -2.24, -0.03
830, 5, 8, 1, 11.41, -1.37, 0.03
831, 6, 8, 1, 11.73, -0.28, 0.11
832, 7, 8, 1, 11.98, 1.07, 0.21
833, 8, 8, 1, 12.09, 2.78, 0.31
834, 9, 8, 1, 11.85, 4.96, 0.43
835, 10, 8, 1, 10.96, 7.59, 0.57
836, 11, 8, 1, 9.13, 10.39, 0.7
837, 12, 8, 1, 6.43, 12.74, 0.68
838, 13, 8, 1, 3.43, 13.89, 0.5
839, 14, 8, 1, 0.81, 13.73, 0.34
840, 15, 8, 1, -1.13, 12.83, 0.27
841, 16, 8, 1, -2.43, 11.69, 0.26
842, 17, 8, 1, -3.25, 10.49, 0.25
843, 18, 8, 1, -3.74, 9.26, 0.23
844, 19, 8, 1, -4.02, 8.02, 0.2
845, 20, 8, 1, -4.15, 6.75, 0.17
846, 21, 8, 1, -4.17, 5.34, 0.15
847, 22, 8, 1, -4.22, 3.86, 0.17
848, 23, 8, 1, -4.37, 2.69, 0.1
849, 24, 8, 1, -4.45, 1.9, -0.04
850, 0, 9, 1, 10.21, -4.44, -0.07
851, 1, 9, 1, 10.36, -3.86, -0.08
852, 2, 9, 1, 10.59, -3.36, -0.08
853, 3, 9, 1, 10.89, -2.91, -0.05
854, 4, 9, 1, 11.23, -2.38, 0.01
855, 5, 9, 1, 11.61, -1.73, 0.1
856, 6, 9, 1, 12, -0.96, 0.19
857, 7, 9, 1, 12.45, 0.04, 0.29
858, 8, 9, 1, 12.88, 1.46, 0.42
859, 9, 9, 1, 13, 3.53, 0.62
860, 10, 9, 1, 12.24, 6.37, 0.92
861, 11, 9, 1, 10.05, 9.64, 1.24
862, 12, 9, 1, 6.43, 12.67, 1.4
863, 13, 9, 1, 2.29, 14.47, 1.2
864, 14, 9, 1, -1.15, 14.44, 0.78
865, 15, 9, 1, -3.38, 13.19, 0.49
866, 16, 9, 1, -4.64, 11.61, 0.35
867, 17, 9, 1, -5.28, 10.09, 0.28
868, 18, 9, 1, -5.56, 8.68, 0.23
869, 19, 9, 1, -5.62, 7.35, 0.18
870, 20, 9, 1, -5.54, 6.01, 0.13
871, 21, 9, 1, -5.47, 4.63, 0.13
872, 22, 9, 1, -5.58, 3.42, 0.15
873, 23, 9, 1, -5.78, 2.63, 0.07
874, 24, 9, 1, -5.84, 2.16, -0.05
875, 0, 10, 1, 10.11, -4.07, -0.07
876, 1, 10, 1, 10.25, -3.61, -0.08
877, 2, 10, 1, 10.47, -3.24, -0.06
878, 3, 10, 1, 10.73, -2.95, 0
879, 4, 10, 1, 11.02, -2.66, 0.09
880, 5, 10, 1, 11.35, -2.38, 0.17
881, 6, 10, 1, 11.82, -2.07, 0.22
882, 7, 10, 1, 12.54, -1.57, 0.29
883, 8, 10, 1, 13.41, -0.67, 0.45
884, 9, 10, 1, 13.97, 1, 0.8
885, 10, 10, 1, 13.31, 3.61, 1.36
886, 11, 10, 1, 10.69, 6.94, 1.87
887, 12, 10, 1, 6.06, 10.58, 2.12
888, 13, 10, 1, 0.54, 13.13, 1.99
889, 14, 10, 1, -3.93, 13.67, 1.43
890, 15, 10, 1, -6.4, 12.53, 0.82
891, 16, 10, 1, -7.34, 10.82, 0.47
892, 17, 10, 1, -7.55, 9.2, 0.3
893, 18, 10, 1, -7.43, 7.77, 0.2
894, 19, 10, 1, -7.14, 6.46, 0.12
895, 20, 10, 1, -6.86, 5.18, 0.09
896, 21, 10, 1, -6.78, 4.02, 0.12
897, 22, 10, 1, -6.96, 3.19, 0.13
898, 23, 10, 1, -7.13, 2.72, 0.03
899, 24, 10, 1, -7.15, 2.5, -0.06
900, 0, 11, 1, 9.77, -3.69, -0.07
901, 1, 11, 1, 9.9, -3.36, -0.07
902, 2, 11, 1, 10.06, -3.15, -0.02
903, 3, 11, 1, 10.21, -3.07, 0.07
904, 4, 11, 1, 10.36, -3.11, 0.14
905, 5, 11, 1, 10.64, -3.27, 0.17
906, 6, 11, 1, 11.25, -3.49, 0.17
907, 7, 11, 1, 12.26, -3.6, 0.24
908, 8, 11, 1, 13.47, -3.41, 0.49
909, 9, 11, 1, 14.17, -2.56, 1.07
910, 10, 11, 1, 13.18, -0.83, 1.87
911, 11, 11, 1, 9.96, 1.84, 2.52
912, 12, 11, 1, 4.6, 6.19, 2.8
913, 13, 11, 1, -1.97, 9.75, 2.58
914, 14, 11, 1, -7.26, 10.87, 1.94
915, 15, 11, 1, -9.75, 10.32, 1.14
916, 16, 11, 1, -10.18, 9.04, 0.58
917, 17, 11, 1, -9.76, 7.73, 0.29
918, 18, 11, 1, -9.1, 6.52, 0.14
919, 19, 11, 1, -8.48, 5.39, 0.08
920, 20, 11, 1, -8.12, 4.38, 0.1
921, 21, 11, 1, -8.1, 3.59, 0.14
922, 22, 11, 1, -8.26, 3.1, 0.09
923, 23, 11, 1, -8.33, 2.89, -0.01
924, 24, 11, 1, -8.29, 2.88, -0.07
925, 0, 12, 1, 9.17, -3.3, -0.07
926, 1, 12, 1, 9.25, -3.12, -0.04
927, 2, 12, 1, 9.32, -3.1, 0.04
928, 3, 12, 1, 9.31, -3.29, 0.12
929, 4, 12, 1, 9.33, -3.69, 0.14
930, 5, 12, 1, 9.64, -4.3, 0.11
931, 6, 12, 1, 10.37, -5.03, 0.12
932, 7, 12, 1, 11.41, -5.77, 0.25
933, 8, 12, 1, 12.45, -6.41, 0.58
934, 9, 12, 1, 12.69, -6.69, 1.26
935, 10, 12, 1, 10.88, -6.21, 2.12
936, 11, 12, 1, 6.37, -4.48, 2.83
937, 12, 12, 1, -0.01, 0, 3.18
938, 13, 12, 1, -6.39, 4.48, 2.83
939, 14, 12, 1, -10.89, 6.2, 2.12
940, 15, 12, 1, -12.69, 6.68, 1.26
941, 16, 12, 1, -12.45, 6.4, 0.58
942, 17, 12, 1, -11.41, 5.76, 0.25
943, 18, 12, 1, -10.37, 5.02, 0.12
944, 19, 12, 1, -9.64, 4.3, 0.11
945, 20, 12, 1, -9.34, 3.69, 0.14
946, 21, 12, 1, -9.31, 3.28, 0.12
947, 22, 12, 1, -9.33, 3.09, 0.04
948, 23, 12, 1, -9.27, 3.11, -0.04
949, 24, 12, 1, -9.18, 3.28, -0.07
950, 0, 13, 1, 8.28, -2.9, -0.07
951, 1, 13, 1, 8.32, -2.9, -0.01
952, 2, 13, 1, 8.25, -3.11, 0.09
953, 3, 13, 1, 8.1, -3.59, 0.14
954, 4, 13, 1, 8.12, -4.39, 0.1
955, 5, 13, 1, 8.48, -5.4, 0.08
956, 6, 13, 1, 9.1, -6.53, 0.14
957, 7, 13, 1, 9.76, -7.74, 0.29
958, 8, 13, 1, 10.18, -9.05, 0.59
959, 9, 13, 1, 9.75, -10.33, 1.14
960, 10, 13, 1, 7.25, -10.88, 1.94
961, 11, 13, 1, 1.95, -9.75, 2.58
962, 12, 13, 1, -4.61, -6.18, 2.79
963, 13, 13, 1, -9.97, -1.84, 2.52
964, 14, 13, 1, -13.18, 0.83, 1.87
965, 15, 13, 1, -14.17, 2.56, 1.07
966, 16, 13, 1, -13.47, 3.41, 0.49
967, 17, 13, 1, -12.26, 3.59, 0.24
968, 18, 13, 1, -11.25, 3.48, 0.17
969, 19, 13, 1, -10.64, 3.26, 0.17
970, 20, 13, 1, -10.37, 3.1, 0.14
971, 21, 13, 1, -10.22, 3.06, 0.07
972, 22, 13, 1, -10.07, 3.14, -0.02
973, 23, 13, 1, -9.91, 3.35, -0.07
974, 24, 13, 1, -9.78, 3.68, -0.07
975, 0, 14, 1, 7.14, -2.52, -0.06
976, 1, 14, 1, 7.12, -2.73, 0.03
977, 2, 14, 1, 6.95, -3.2, 0.13
978, 3, 14, 1, 6.78, -4.03, 0.12
979, 4, 14, 1, 6.86, -5.18, 0.09
980, 5, 14, 1, 7.14, -6.46, 0.12
981, 6, 14, 1, 7.42, -7.78, 0.2
982, 7, 14, 1, 7.54, -9.21, 0.3
983, 8, 14, 1, 7.34, -10.82, 0.47
984, 9, 14, 1, 6.39, -12.53, 0.82
985, 10, 14, 1, 3.92, -13.68, 1.43
986, 11, 14, 1, -0.55, -13.13, 1.99
987, 12, 14, 1, -6.07, -10.58, 2.12
988, 13, 14, 1, -10.7, -6.94, 1.87
989, 14, 14, 1, -13.31, -3.6, 1.36
990, 15, 14, 1, -13.97, -1, 0.8
991, 16, 14, 1, -13.41, 0.66, 0.45
992, 17, 14, 1, -12.54, 1.57, 0.29
993, 18, 14, 1, -11.82, 2.06, 0.23
994, 19, 14, 1, -11.35, 2.37, 0.17
995, 20, 14, 1, -11.03, 2.65, 0.09
996, 21, 14, 1, -10.74, 2.94, 0
997, 22, 14, 1, -10.48, 3.24, -0.06
998, 23, 14, 1, -10.27, 3.6, -0.08
999, 24, 14, 1, -10.12, 4.06, -0.07
1000, 0, 15, 1, 5.84, -2.19, -0.05
1001, 1, 15, 1, 5.77, -2.65, 0.07
1002, 2, 15, 1, 5.58, -3.43, 0.15
1003, 3, 15, 1, 5.47, -4.63, 0.13
1004, 4, 15, 1, 5.54, -6.02, 0.13
1005, 5, 15, 1, 5.62, -7.36, 0.18
1006, 6, 15, 1, 5.55, -8.68, 0.23
1007, 7, 15, 1, 5.27, -10.09, 0.28
1008, 8, 15, 1, 4.64, -11.62, 0.35
1009, 9, 15, 1, 3.38, -13.19, 0.49
1010, 10, 15, 1, 1.14, -14.44, 0.78
1011, 11, 15, 1, -2.3, -14.47, 1.2
1012, 12, 15, 1, -6.43, -12.66, 1.4
1013, 13, 15, 1, -10.06, -9.63, 1.24
1014, 14, 15, 1, -12.24, -6.36, 0.92
1015, 15, 15, 1, -13, -3.53, 0.62
1016, 16, 15, 1, -12.88, -1.46, 0.42
1017, 17, 15, 1, -12.45, -0.04, 0.29
1018, 18, 15, 1, -12, 0.96, 0.19
1019, 19, 15, 1, -11.61, 1.73, 0.1
1020, 20, 15, 1, -11.24, 2.37, 0.01
1021, 21, 15, 1, -10.9, 2.9, -0.05
1022, 22, 15, 1, -10.6, 3.35, -0.08
1023, 23, 15, 1, -10.37, 3.85, -0.08
1024, 24, 15, 1, -10.22, 4.43, -0.07
1025, 0, 16, 1, 4.45, -1.93, -0.04
1026, 1, 16, 1, 4.37, -2.71, 0.1
1027, 2, 16, 1, 4.22, -3.87, 0.17
1028, 3, 16, 1, 4.17, -5.35, 0.15
1029, 4, 16, 1, 4.15, -6.75, 0.17
1030, 5, 16, 1, 4.02, -8.03, 0.2
1031, 6, 16, 1, 3.74, -9.27, 0.23
1032, 7, 16, 1, 3.25, -10.5, 0.25
1033, 8, 16, 1, 2.42, -11.7, 0.26
1034, 9, 16, 1, 1.12, -12.83, 0.27
1035, 10, 16, 1, -0.82, -13.73, 0.34
1036, 11, 16, 1, -3.44, -13.89, 0.51
1037, 12, 16, 1, -6.43, -12.74, 0.68
1038, 13, 16, 1, -9.13, -10.39, 0.7
1039, 14, 16, 1, -10.96, -7.59, 0.57
1040, 15, 16, 1, -11.85, -4.95, 0.43
1041, 16, 16, 1, -12.09, -2.78, 0.31
1042, 17, 16, 1, -11.98, -1.07, 0.21
1043, 18, 16, 1, -11.73, 0.27, 0.11
1044, 19, 16, 1, -11.41, 1.36, 0.03
1045, 20, 16, 1, -11.07, 2.24, -0.03
1046, 21, 16, 1, -10.75, 2.93, -0.06
1047, 22, 16, 1, -10.49, 3.49, -0.07
1048, 23, 16, 1, -10.28, 4.09, -0.07
1049, 24, 16, 1, -10.13, 4.77, -0.06
1050, 0, 17, 1, 3.04, -1.79, -0.03
1051, 1, 17, 1, 2.98, -2.95, 0.14
1052, 2, 17, 1, 2.9, -4.48, 0.19
1053, 3, 17, 1, 2.85, -6.02, 0.17
1054, 4, 17, 1, 2.72, -7.32, 0.17
1055, 5, 17, 1, 2.47, -8.49, 0.19
1056, 6, 17, 1, 2.11, -9.59, 0.2
1057, 7, 17, 1, 1.56, -10.6, 0.2
1058, 8, 17, 1, 0.76, -11.44, 0.19
1059, 9, 17, 1, -0.39, -12.1, 0.17
1060, 10, 17, 1, -1.92, -12.51, 0.15
1061, 11, 17, 1, -3.86, -12.45, 0.17
1062, 12, 17, 1, -6.03, -11.62, 0.24
1063, 13, 17, 1, -8.07, -9.92, 0.31
1064, 14, 17, 1, -9.63, -7.7, 0.31
1065, 15, 17, 1, -10.58, -5.43, 0.26
1066, 16, 17, 1, -11.04, -3.35, 0.19
1067, 17, 17, 1, -11.15, -1.55, 0.12
1068, 18, 17, 1, -11.06, -0.05, 0.05
1069, 19, 17, 1, -10.86, 1.19, 0
1070, 20, 17, 1, -10.62, 2.19, -0.04
1071, 21, 17, 1, -10.39, 2.97, -0.05
1072, 22, 17, 1, -10.18, 3.62, -0.06
1073, 23, 17, 1, -10.01, 4.3, -0.06
1074, 24, 17, 1, -9.88, 5.09, -0.06
1075, 0, 18, 1, 1.66, -1.84, -0.01
1076, 1, 18, 1, 1.64, -3.39, 0.16
1077, 2, 18, 1, 1.61, -5.12, 0.18
1078, 3, 18, 1, 1.53, -6.55, 0.15
1079, 4, 18, 1, 1.34, -7.71, 0.16
1080, 5, 18, 1, 1.06, -8.78, 0.16
1081, 6, 18, 1, 0.7, -9.74, 0.16
1082, 7, 18, 1, 0.21, -10.53, 0.16
1083, 8, 18, 1, -0.47, -11.1, 0.15
